game_ticker,side,entry_price,entry_game_seconds,entry_period,first_exit_price,first_exit_game_seconds,partial_qty,remainder_qty,final_exit_price,final_exit_game_seconds,exit_type,contracts,gross_pnl,net_pnl,max_adverse_excursion,max_favorable_excursion,hold_time_sec,abs_spread
KXNBAGAME-26APR12PHXOKC,fav,0.3503926539736857,385.0,1,,,0,100,0.3394537978468899,405.0,stopped_out_full,100,-1.0938856126795784,-1.8938856126795782,0.3394537978468899,0.3503926539736857,20.0,5.5
KXNBAGAME-26APR12PHXOKC,dog,0.3116614892215006,22.0,1,,,0,100,0.3270782621001982,51.0,stopped_out_full,100,1.5416772878697564,0.7716772878697565,0.3116614892215006,0.3270782621001982,29.0,5.5
KXNBAGAME-26APR14MIACHA,fav,0.3546378460588457,2471.0,4,,,0,100,0.2833846277768642,2503.0,stopped_out_full,100,-7.12532182819815,-7.89532182819815,0.2833846277768642,0.3546378460588457,32.0,5.5
KXNBAGAME-26APR14MIACHA,fav,0.3529957857448237,2655.0,4,,,0,100,0.2044048776973233,2670.0,stopped_out_full,100,-14.85909080475004,-15.549090804750039,0.2044048776973233,0.3529957857448237,15.0,5.5
KXNBAGAME-26APR14MIACHA,fav,0.3655246878352775,3171.3,5,,,0,100,0.336671789238389,3171.3,stopped_out_full,100,-2.8852898596888537,-3.6952898596888537,0.336671789238389,0.3655246878352775,0.0,5.5
KXNBAGAME-26APR14MIACHA,dog,0.30216014897579135,24.0,1,,,0,100,0.30161256100148526,54.0,stopped_out_full,100,-0.0547587974306083,-0.7947587974306083,0.30161256100148526,0.30216014897579135,30.0,5.5
KXNBAGAME-26APR14MIACHA,dog,0.38426426377360945,1835.0,3,,,0,100,0.28475435890557943,2036.0,stopped_out_full,100,-9.950990486803004,-10.730990486803003,0.28475435890557943,0.4884780170879316,201.0,5.5
KXNBAGAME-26APR14MIACHA,dog,0.3852056374687588,2613.0,4,0.5621900835588858,2631.0,25,75,0.010000000000000231,3180.0,held_to_loss,100,-24.575811657903735,-24.995811657903737,0.010000000000000009,0.94592751222638,567.0,5.5
KXNBAGAME-26APR14PORPHX,fav,0.3909167031462212,1015.0,2,,,0,100,0.3381412639405204,1084.0,stopped_out_full,100,-5.277543920570082,-6.097543920570082,0.3381412639405204,0.3909167031462212,69.0,3.5
KXNBAGAME-26APR14PORPHX,fav,0.3966582480736025,1271.0,2,0.5046416399192615,1439.0,25,75,0.01,2880.0,held_to_loss,100,-27.159783809378716,-27.579783809378718,0.01,0.9126223471748812,1609.0,3.5
KXNBAGAME-26APR14PORPHX,dog,0.39748804100227797,0.0,1,,,0,100,0.31888526702801057,113.0,stopped_out_full,100,-7.860277397426739,-8.670277397426739,0.31888526702801057,0.39807372753534276,113.0,3.5
KXNBAGAME-26APR14PORPHX,dog,0.36368713928524443,2211.0,4,,,0,100,0.3018020525000443,2232.0,stopped_out_full,100,-6.188508678520009,-6.968508678520009,0.3018020525000443,0.36368713928524443,21.0,3.5
KXNBAGAME-26APR14PORPHX,dog,0.3747073113662015,2786.0,4,0.5482244740134952,2842.7,25,75,0.99,2880.0,held_to_win,100,51.124880713717225,50.70488071371722,0.29698094688930055,0.99,94.0,3.5
KXNBAGAME-26APR15GSWLAC,fav,0.35372785660941,2810.0,4,,,0,100,0.2425351870286321,2829.6,stopped_out_full,100,-11.119266958077787,-11.859266958077788,0.2425351870286321,0.35372785660941,19.59999999999991,5.5
KXNBAGAME-26APR15GSWLAC,dog,0.34811547475217974,0.0,1,,,0,100,0.3328886868503196,69.0,stopped_out_full,100,-1.5226787901860206,-2.3126787901860206,0.3328886868503196,0.3702627862090698,69.0,5.5
KXNBAGAME-26APR15GSWLAC,dog,0.3927649023043608,2769.0,4,0.5248603579642142,2769.0,25,75,0.99,2880.0,held_to_win,100,48.735018718669274,48.31501871866927,0.3927649023043608,0.99,111.0,5.5
KXNBAGAME-26APR15ORLPHI,dog,0.3947022177921754,800.0,2,0.5248009121598963,1332.0,25,75,0.010000000000000009,2880.0,held_to_loss,100,-26.46019897522013,-26.880198975220132,0.010000000000000009,0.5248009121598963,2080.0,2.5
KXNBAGAME-26FEB20CLECHA,dog,0.3253900709219859,0.0,1,,,0,100,0.33503559715222797,37.0,stopped_out_full,100,0.9645526230242112,0.18455262302421116,0.3253900709219859,0.33503559715222797,37.0,5.5
KXNBAGAME-26FEB20CLECHA,dog,0.39571614185264437,286.0,1,,,0,100,0.33786029628176195,442.0,stopped_out_full,100,-5.785584557088242,-6.6055845570882425,0.33786029628176195,0.40396100938325585,156.0,5.5
KXNBAGAME-26FEB20CLECHA,dog,0.386208449935158,1698.0,3,,,0,100,0.3086551801858206,1882.0,stopped_out_full,100,-7.755326974933741,-8.555326974933742,0.3086551801858206,0.4211892880904857,184.0,5.5
KXNBAGAME-26FEB20CLECHA,dog,0.3841214720143502,2079.0,3,,,0,100,0.33142107458121917,2116.7,stopped_out_full,100,-5.270039743313106,-6.0800397433131055,0.33142107458121917,0.3841214720143502,37.69999999999982,5.5
KXNBAGAME-26FEB20DENPOR,fav,0.3654953264876251,337.0,1,,,0,100,0.3122744601755912,401.0,stopped_out_full,100,-5.322086631203398,-6.112086631203398,0.3122744601755912,0.3832244452873127,64.0,1.0
KXNBAGAME-26FEB20INDWAS,fav,0.3787575290656954,305.0,1,,,0,100,0.3272258508078377,329.0,stopped_out_full,100,-5.153167825785765,-5.9631678257857645,0.3272258508078377,0.3787575290656954,24.0,1.0
KXNBAGAME-26FEB20INDWAS,fav,0.3480936361087748,948.0,2,,,0,100,0.2959348989298454,972.0,stopped_out_full,100,-5.21587371789294,-5.98587371789294,0.2959348989298454,0.3480936361087748,24.0,1.0
KXNBAGAME-26FEB20INDWAS,fav,0.341710495874142,1708.0,3,,,0,100,0.3387923741090571,1760.0,stopped_out_full,100,-0.29181217650848623,-1.0918121765084863,0.3387923741090571,0.3588706866504008,52.0,1.0
KXNBAGAME-26FEB20INDWAS,fav,0.3776568973454043,1898.0,3,,,0,100,0.3359736456808199,1931.0,stopped_out_full,100,-4.168325166458445,-4.988325166458445,0.3359736456808199,0.4095518753044325,33.0,1.0
KXNBAGAME-26FEB20INDWAS,dog,0.39649639463575714,2339.0,4,,,0,100,0.32655539307145376,2348.0,stopped_out_full,100,-6.994100156430342,-7.804100156430342,0.32655539307145376,0.39649639463575714,9.0,1.0
KXNBAGAME-26FEB20MIAATL,dog,0.39734099465028727,115.0,1,,,0,100,0.3286406739090406,223.0,stopped_out_full,100,-6.870032074124666,-7.680032074124665,0.3286406739090406,0.39734099465028727,108.0,3.5
KXNBAGAME-26FEB20MIAATL,dog,0.3835673541026766,1349.0,2,,,0,100,0.3037301303804252,1401.3,stopped_out_full,100,-7.983722372225142,-8.783722372225142,0.3037301303804252,0.3835673541026766,52.299999999999955,3.5
KXNBAGAME-26FEB20MILNOP,fav,0.3863014087170274,1365.0,2,0.5082715614981624,1873.0,25,75,0.01,2880.0,held_to_loss,100,-26.033351834248684,-26.453351834248686,0.01,0.5273104218362283,1515.0,4.0
KXNBAGAME-26FEB20MILNOP,dog,0.38994676131322104,0.0,1,0.5114190897597978,404.0,25,75,0.99,2880.0,held_to_win,100,48.680801112672846,48.260801112672844,0.29586380498145204,0.99,2880.0,4.0
KXNBAGAME-26FEB20UTAMEM,fav,0.3921815239776405,736.0,2,,,0,100,0.3378538234051542,986.0,stopped_out_full,100,-5.432770057248632,-6.252770057248632,0.3378538234051542,0.4394249414911401,250.0,2.5
KXNBAGAME-26FEB20UTAMEM,fav,0.3812328767123288,1814.0,3,0.5229422687373396,2006.0,25,75,0.99,2880.0,held_to_win,100,49.84026904720061,49.420269047200605,0.3699836333878887,0.9900000000000004,1066.0,2.5
